ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level,Role
Player 3443,19,6,59,4,26,4
Player 1566,15,21,58,0,31,0
Player 8667,6,5,134,1,78,3
Player 9611,9,20,129,3,21,2
Player 1684,23,0,64,3,4,1
Player 2330,16,7,140,5,65,3
Player 2190,23,9,171,0,91,1
Player 4469,1,13,189,5,55,0
Player 6077,18,14,84,2,97,0
Player 7986,0,8,63,0,78,4
Player 1281,22,6,186,4,47,1
Player 9397,21,24,63,3,89,2
Player 7965,3,12,123,4,10,4
Player 6119,18,22,86,5,6,0
Player 2582,21,8,57,3,52,1
Player 2157,16,8,9,1,60,1
Player 5317,20,11,161,3,96,3
Player 4523,22,11,66,5,92,4
Player 6644,5,3,165,4,79,3
Player 1012,23,9,149,0,78,4
Player 5783,13,0,123,0,1,4
Player 2356,24,6,142,5,19,4
Player 1487,10,16,136,3,66,0
Player 7500,21,20,124,4,49,2
Player 2726,19,6,197,2,38,2
Player 4184,11,17,31,1,54,0
Player 788,13,19,81,4,5,2
Player 5100,0,2,35,4,51,4
Player 2472,20,18,141,4,29,3
Player 3213,6,22,21,0,12,1
Player 8055,1,0,181,0,68,1
Player 2524,24,1,97,5,47,1
Player 9531,13,11,194,1,88,1
Player 6612,5,10,110,4,64,4
Player 3963,15,24,2,4,98,2
Player 8769,22,15,19,5,97,1
Player 5172,2,15,186,2,82,4
Player 9915,8,24,78,2,78,2
Player 2689,18,17,178,2,9,4
Player 826,19,8,120,2,99,4
Player 5590,4,19,179,3,16,1
Player 5168,2,13,155,1,87,4
Player 3696,17,21,193,3,12,3
Player 4085,19,0,139,3,87,1
Player 1646,24,13,102,4,32,0
Player 6816,17,5,175,1,22,4
Player 3458,13,6,146,2,26,1
Player 33,9,1,127,2,80,2
Player 6934,11,15,124,0,72,0
Player 9098,16,4,63,5,31,1
Player 162,22,24,197,0,37,2
Player 8275,7,22,17,5,23,0
Player 3894,24,16,121,5,27,2
Player 3992,18,2,122,3,45,1
Player 1039,3,8,26,3,80,2
Player 7893,8,17,178,3,9,1
Player 9915,8,24,78,2,78,2
Player 2572,5,19,28,0,84,4
Player 7653,2,4,68,3,21,4
Player 2893,4,13,148,0,75,2
Player 7309,19,20,69,5,84,4
Player 6293,17,20,4,4,58,2
Player 1672,9,6,102,4,3,0
Player 3824,7,18,181,0,87,0
Player 4876,20,16,172,2,17,2
Player 5145,11,10,194,4,66,0
Player 6942,14,10,41,0,38,4
Player 989,20,7,96,5,16,4
Player 2887,18,17,195,3,67,2
Player 4166,9,14,164,2,65,2
Player 7968,8,16,129,2,7,0
Player 6118,22,19,169,4,41,2
Player 4651,7,4,152,4,88,0
Player 5025,18,22,8,2,55,0
Player 215,23,9,10,2,19,2
Player 6272,5,4,159,3,12,2
Player 6286,5,24,34,4,24,0
Player 3568,16,4,119,4,59,3
Player 523,6,23,145,5,71,2
Player 1553,21,10,30,5,73,1
Player 9001,13,6,136,5,3,4
Player 1843,17,1,132,0,53,4
Player 7129,5,14,75,4,60,2
Player 7077,10,19,27,1,68,4
Player 3929,6,15,110,5,8,3
Player 5405,21,21,47,0,20,2
Player 6985,23,2,189,2,14,4
Player 9802,23,8,124,3,29,0
Player 235,15,13,55,4,73,1
Player 6736,13,2,180,0,66,3
Player 8083,0,21,51,1,20,1
Player 1802,14,11,63,3,55,0
Player 5173,19,8,63,4,5,0
Player 306,16,12,167,2,48,0
Player 683,18,2,126,1,54,0
Player 233,2,3,64,1,6,2
Player 7716,8,15,38,2,51,3
Player 5526,9,19,48,4,80,0
Player 687,23,24,142,0,38,0
Player 1360,19,7,50,0,96,4
Player 2300,24,13,119,2,64,4
Player 9561,19,2,175,5,0,1
Player 5811,0,3,196,5,47,4
Player 6315,15,5,119,4,40,0
Player 8584,1,7,193,2,40,4
Player 8325,12,13,200,2,77,4
Player 8211,10,10,144,2,55,2
Player 1066,15,11,132,1,37,0
Player 4056,2,24,40,2,73,0
Player 60,19,6,109,5,29,1
Player 2444,5,3,130,0,86,0
Player 783,15,4,79,3,25,1
Player 1986,16,24,134,1,27,2
Player 622,21,22,173,3,64,3
Player 3470,1,23,90,4,8,3
Player 7861,18,3,47,2,29,4
Player 7930,18,6,22,4,17,1
Player 3192,14,15,162,0,90,0
Player 3593,14,9,147,4,30,0
Player 5397,4,10,64,3,17,0
Player 9176,7,11,85,2,0,4
Player 400,15,24,162,3,15,1
Player 3906,6,8,33,3,75,0
Player 1644,7,14,194,3,45,3
Player 7177,0,6,123,0,21,3
Player 4678,10,15,74,4,10,0
Player 9206,3,8,52,1,96,4
Player 966,7,7,34,1,98,4
Player 7063,20,23,74,5,10,4
Player 673,12,7,17,1,90,1
Player 5079,8,9,67,4,53,0
Player 3082,6,9,144,5,67,0
Player 2203,22,5,38,0,93,1
Player 1139,6,19,152,5,36,3
Player 76,19,21,135,2,82,1
Player 8972,8,12,32,0,14,1
Player 7844,2,11,40,0,11,4
Player 7111,0,3,31,4,2,0
Player 894,22,22,166,1,89,1
Player 3205,7,22,145,2,35,3
Player 2844,8,22,180,5,33,1
Player 5432,19,13,8,1,81,1
Player 2339,15,9,121,5,79,3
Player 4673,22,12,172,3,41,1
Player 8966,23,10,70,4,71,0
Player 2067,19,2,31,4,93,2
Player 7703,18,24,161,3,57,3
Player 7009,9,2,136,1,84,2
Player 4872,20,11,80,0,4,1
Player 7113,14,21,91,1,2,2
Player 1615,8,22,64,4,20,2
Player 1665,12,1,114,1,12,1
Player 9776,9,0,2,3,72,0
Player 9005,15,4,108,0,42,2
Player 3943,18,9,80,4,70,1
Player 5507,11,24,195,3,84,1
Player 4655,23,15,117,5,86,3
Player 7249,2,21,22,4,64,2
Player 2665,0,7,5,4,91,1
Player 1739,4,3,43,4,36,0
Player 4480,10,22,26,5,71,4
Player 5139,21,21,142,0,19,2
Player 951,23,11,183,2,17,1
Player 1829,1,9,138,1,26,1
Player 9758,15,12,2,3,99,2
Player 7826,2,7,133,5,67,4
Player 1633,12,24,71,3,9,4
Player 1661,0,1,68,5,20,1
Player 7078,14,23,12,5,64,1
Player 852,4,2,159,1,87,1
Player 8330,5,13,173,4,48,4
Player 7649,0,24,46,2,80,3
Player 2683,16,24,198,3,88,3
Player 5335,16,17,26,1,85,3
Player 89,10,1,7,2,86,3
Player 9852,7,15,121,1,4,4
Player 9323,24,15,24,3,66,2
Player 3622,22,15,102,1,50,2
Player 9818,2,7,114,0,68,3
Player 3584,13,6,22,1,55,4
Player 9524,4,4,42,0,89,2
Player 2256,18,8,102,2,31,0
Player 7659,10,2,98,0,7,0
Player 2530,3,18,166,0,5,4
Player 1868,15,9,78,5,38,1
Player 6978,6,20,46,5,52,0
Player 8097,16,21,69,0,43,0
Player 8104,9,6,192,4,78,4
Player 934,20,15,41,2,94,1
Player 8525,0,21,22,1,29,0
Player 1321,2,8,4,2,13,0
Player 6768,15,15,71,0,98,1
Player 8903,8,4,82,5,1,4
Player 6169,5,13,19,2,97,1
Player 6644,5,3,165,4,79,3
Player 2097,10,2,139,1,83,2
Player 2786,17,7,4,1,74,1
Player 9528,11,4,192,2,13,2
Player 1856,11,19,181,3,55,3
Player 6152,19,1,175,0,80,4
Player 5620,23,8,49,5,99,1
Player 8128,1,15,109,0,78,2
Player 9472,0,20,79,3,89,3
Player 511,18,7,183,3,94,0
Player 1182,15,15,115,3,94,3
Player 3269,12,17,164,2,91,4
Player 6685,24,7,42,1,98,1
Player 3343,15,17,80,5,81,3
Player 2749,18,12,123,5,94,0
Player 6615,20,11,19,3,80,1
Player 544,20,16,173,4,36,2
Player 6836,4,12,48,1,40,1
Player 485,22,9,90,4,9,2
Player 6496,7,1,71,2,4,0
Player 7123,5,12,96,4,6,0
Player 9499,11,3,87,3,55,0
Player 4833,7,22,76,2,32,4
Player 1253,8,3,164,0,82,4
Player 4494,5,17,22,4,92,3
Player 6409,14,16,50,5,99,3
Player 8463,19,21,21,5,86,0
Player 6663,21,10,181,0,53,1
Player 8766,7,12,6,4,42,3
Player 4852,21,21,149,3,83,1
Player 2300,24,13,119,2,64,4
Player 4658,11,9,184,4,43,3
Player 8712,24,14,53,5,93,0
Player 3014,7,18,76,3,44,3
Player 3256,19,4,43,4,66,2
Player 5070,19,1,93,2,82,3
Player 1048,16,10,3,4,53,2
Player 6320,11,7,33,4,66,2
Player 7609,22,3,75,5,5,4
Player 9569,8,12,121,2,7,2
Player 868,24,20,187,4,49,1
Player 9886,21,17,67,5,83,3
Player 460,18,0,115,4,97,2
Player 8287,9,4,173,3,95,3
Player 668,18,22,15,1,40,0
Player 1712,2,6,40,1,48,0
Player 9274,1,24,90,4,38,2
Player 7373,23,15,16,3,80,0
Player 7473,9,13,143,1,19,3
Player 7244,11,14,0,4,53,0
Player 1124,12,21,35,4,75,0
Player 1181,9,7,101,2,9,1
Player 6213,4,11,138,0,1,2
Player 4135,5,6,48,3,99,3
Player 4225,23,0,2,3,25,2
Player 8408,18,12,196,1,20,4
Player 2023,6,16,125,3,29,1
Player 2628,3,21,146,0,9,1
Player 1449,24,22,30,2,42,4
Player 2955,5,18,108,1,92,3
Player 654,17,15,30,5,62,3
Player 6778,15,21,83,2,14,3
Player 4397,15,8,55,3,26,1
Player 7499,6,7,52,4,64,4
Player 2123,19,11,62,3,40,0
Player 6467,17,11,38,1,36,3
Player 1278,7,10,109,0,79,0
Player 937,1,12,43,4,10,4
Player 1591,13,6,66,4,24,4
Player 7501,5,0,97,2,18,4
Player 1634,17,11,36,0,70,3
Player 4250,4,17,8,2,15,1
Player 7660,5,13,62,4,74,4
Player 151,0,23,54,5,31,2
Player 7057,2,16,157,1,97,0
Player 8439,10,10,121,2,46,3
Player 9502,4,0,186,5,77,2
Player 3588,15,15,12,3,98,0
Player 8944,8,22,117,4,7,3
Player 8077,6,5,163,2,41,0
Player 4138,16,21,158,2,33,1
Player 370,14,12,88,5,79,3
Player 1830,16,11,118,1,83,3
Player 5701,7,1,58,0,35,3
Player 5532,14,3,124,3,79,4
Player 4781,5,5,27,5,87,3
Player 8966,23,10,70,4,71,0
Player 92,0,11,104,4,70,0
Player 1314,4,11,169,2,62,1
Player 775,0,2,124,4,89,3
Player 1451,3,3,93,2,14,2
Player 5672,10,20,16,0,1,1
Player 4538,4,24,126,3,10,3
Player 297,19,20,117,2,12,2
Player 756,16,5,122,4,22,0
Player 1542,12,7,64,3,25,4
Player 8694,17,24,146,1,6,3
Player 2980,2,2,136,3,76,0
Player 6622,19,9,124,2,49,4
Player 8475,4,2,36,4,49,0
Player 9737,3,14,12,5,97,4
Player 2372,11,23,191,4,64,2
Player 1382,0,16,179,5,89,4
Player 1089,19,3,131,4,76,3
Player 3165,2,3,121,0,51,4
Player 9604,14,8,7,5,60,2
Player 9278,1,3,84,2,47,4
Player 6077,18,14,84,2,97,0
Player 1436,3,7,140,5,36,4
Player 6098,22,9,133,4,49,0
Player 6318,16,23,81,1,69,0
Player 8089,2,24,96,4,22,3
Player 3963,15,24,2,4,98,2
Player 9005,15,4,108,0,42,2
Player 8797,8,13,40,3,19,3
Player 8528,6,19,78,5,54,1
Player 2273,4,3,108,1,29,4
Player 8044,14,24,24,1,86,1
Player 1855,17,17,90,2,1,4
Player 8181,17,3,56,4,74,3
Player 7651,21,8,121,3,19,2
Player 1281,22,6,186,4,47,1
Player 9090,21,4,85,1,59,2
Player 4160,19,14,19,3,34,0
Player 7738,9,1,121,1,10,4
Player 2582,21,8,57,3,52,1
Player 3591,19,6,100,1,54,2
Player 1082,11,14,177,0,63,4
Player 3911,6,1,65,1,82,4
Player 4908,1,13,0,4,39,1
Player 9317,18,24,164,5,59,1
Player 6253,6,10,161,0,43,2
Player 4070,0,2,133,3,67,0
Player 7619,14,19,40,5,82,0
Player 1165,15,17,165,1,47,0
Player 8058,14,10,61,0,98,3
Player 9654,7,5,83,3,43,1
Player 4572,9,8,163,2,90,0
Player 5922,14,11,80,2,30,0
Player 5672,10,20,16,0,1,1
Player 7078,14,23,12,5,64,1
Player 6387,18,7,14,0,0,2
Player 1365,13,6,97,4,26,3
Player 2218,9,24,86,0,49,3
Player 9776,9,0,2,3,72,0
Player 7302,8,6,118,0,97,1
Player 7722,18,23,138,3,58,2
Player 7296,8,2,23,4,9,3
Player 820,9,7,194,2,7,2
Player 7882,4,21,89,1,66,0
Player 9405,2,16,38,4,100,3
Player 5630,7,9,147,4,74,4
Player 3120,1,19,98,2,32,2
Player 9126,22,10,163,5,96,3
Player 8251,8,7,107,1,31,4
Player 6190,4,5,174,5,43,0
Player 2142,13,3,42,5,67,0
Player 9224,22,9,166,0,62,4
Player 5194,10,18,160,0,81,0
Player 7370,23,13,38,3,14,3
Player 8517,20,2,119,1,13,2
Player 1816,16,0,97,0,36,0
Player 3725,7,19,89,0,74,4
Player 1263,13,24,36,1,58,1
Player 2318,4,11,158,1,86,3
Player 3038,23,21,64,2,87,4
Player 1172,2,3,143,3,82,0
Player 5625,2,12,9,5,83,4
Player 3190,19,16,183,3,62,4
Player 8152,23,6,194,3,100,4
Player 1492,23,17,135,4,87,2
Player 1762,14,4,198,4,0,0
Player 2719,20,19,104,4,80,4
Player 3489,22,11,172,2,31,4
Player 5318,19,8,188,0,9,1
Player 8750,18,8,88,3,11,4
Player 933,14,7,18,1,57,3
Player 677,18,13,24,4,59,4
Player 3394,17,18,31,3,100,3
Player 2953,2,0,18,2,28,4
Player 7201,8,1,37,1,73,4
Player 2956,19,24,2,2,40,4
Player 3969,17,7,156,2,76,4
Player 9512,21,10,131,2,95,2
Player 6606,22,15,155,4,29,4
Player 6782,11,22,132,2,77,1
Player 809,10,22,117,3,93,3
Player 8709,18,20,82,3,57,0
Player 5150,11,2,174,3,16,0
Player 9984,12,11,81,0,100,4
Player 8164,10,2,43,3,43,1
Player 3764,18,14,146,3,26,4
Player 5248,11,3,176,2,88,0
Player 3764,18,14,146,3,26,4
Player 1631,24,20,30,5,67,1
Player 678,14,4,186,1,96,3
Player 2163,4,7,98,3,5,3
Player 5402,20,16,195,1,67,4
Player 6646,9,19,23,4,89,2
Player 920,16,1,174,3,44,3
Player 3734,23,15,23,1,5,4
Player 9742,23,10,122,5,1,2
Player 3903,16,11,32,1,30,2
Player 9100,14,20,33,0,47,0
Player 2657,4,24,17,1,89,1
Player 9642,9,11,1,3,62,1
Player 8174,9,0,174,5,23,4
Player 5406,16,21,76,1,34,0
Player 7526,23,15,128,0,3,0
Player 5014,5,6,132,2,21,1
Player 8018,3,2,97,1,84,1
Player 6325,11,16,96,2,95,0
Player 2597,10,0,48,0,37,1
Player 9530,19,18,43,3,1,0
Player 7830,24,13,130,0,53,1
Player 7283,4,23,186,5,63,4
Player 6791,19,0,82,3,100,3
Player 9675,3,12,49,3,11,4
Player 4794,17,5,176,2,9,4
Player 6936,4,18,189,1,19,2
Player 7557,23,18,8,5,54,1
Player 4064,19,19,56,3,41,0
Player 9570,24,13,2,1,97,0
Player 1284,13,12,198,2,64,3
Player 5623,7,9,111,1,40,1
Player 2269,12,15,122,1,32,4
Player 9048,9,17,127,5,13,0
Player 6695,7,9,143,4,85,0
Player 5504,4,16,173,5,90,3
Player 7511,8,21,200,5,100,3
Player 6641,23,13,73,1,7,2
Player 9245,24,22,145,4,72,0
Player 7140,9,9,117,4,99,3
Player 8497,22,20,27,4,60,0
Player 4460,7,0,142,4,86,4
Player 8373,6,10,99,4,19,1
Player 7559,23,13,80,3,52,1
Player 1811,7,4,74,3,79,2
Player 2906,23,10,171,5,99,2
Player 2948,11,4,68,1,23,2
Player 869,3,6,127,4,44,4
Player 2033,3,4,149,3,98,0
Player 8659,0,6,109,1,22,2
Player 6723,14,16,170,2,19,0
Player 5474,24,19,152,3,92,0
Player 1460,5,20,184,3,33,1
Player 8155,6,9,82,5,81,4
Player 8776,12,14,118,1,33,3
Player 9547,9,23,176,2,93,3
Player 6577,17,24,16,5,8,0
Player 7297,4,10,168,0,84,0
Player 9903,16,13,76,5,69,0
Player 7126,11,1,35,4,61,2
Player 2317,20,10,116,5,33,4
Player 6220,4,11,75,0,15,2
Player 6798,9,19,135,1,3,4
Player 1679,15,24,149,4,28,0
Player 584,23,19,153,0,84,4
Player 9338,8,3,90,2,30,3
Player 1397,18,5,38,5,71,1
Player 4519,14,0,27,4,100,2
Player 888,6,22,16,3,79,0
Player 5142,21,24,194,3,14,1
Player 9300,21,1,40,3,90,1
Player 9864,13,16,85,4,53,0
Player 2243,18,17,113,1,95,3
Player 8914,5,15,124,2,50,2
Player 1514,11,9,196,2,9,2
Player 2064,8,5,6,1,35,0
Player 722,7,16,170,0,45,1
Player 1849,0,3,94,5,58,1
Player 2497,2,14,117,4,81,3
Player 3059,10,20,152,4,76,0
Player 4353,7,13,161,5,77,3
Player 2260,19,16,141,3,8,4
Player 8186,2,17,75,1,75,3
Player 763,10,22,52,1,72,0
Player 6016,17,4,70,4,56,4
Player 5043,0,23,49,0,84,1
Player 1244,17,10,31,3,54,1
Player 5460,16,13,163,3,93,2
Player 2612,8,18,104,2,64,0
Player 2224,3,22,68,1,39,2
Player 2292,21,5,70,2,27,3
Player 6765,18,2,126,2,81,1
Player 6399,20,16,178,1,71,0
Player 9008,2,5,173,0,50,3
Player 158,15,8,10,5,76,3
Player 8719,14,3,75,5,2,0
Player 8684,18,24,110,2,1,0
Player 1603,16,3,180,3,61,4
Player 8723,10,21,78,4,70,0
Player 8188,14,16,85,1,61,2
Player 1629,17,17,192,1,23,3
Player 1744,18,16,163,0,23,2
Player 4577,8,5,127,4,10,0
Player 4064,19,19,56,3,41,0
Player 3563,19,7,155,5,4,0
Player 2156,20,20,37,1,80,4
Player 2810,10,10,61,5,2,1
Player 7186,23,20,92,2,91,0
Player 6455,17,18,24,2,83,4
Player 8793,14,23,93,2,38,0
Player 5547,21,16,169,3,73,3
Player 1914,12,4,14,4,56,1
Player 8778,22,24,44,2,87,0
Player 4384,18,1,56,2,12,3
Player 1701,11,21,33,3,6,3
Player 3127,12,10,118,0,37,0
Player 2595,22,17,77,3,10,0
Player 8879,23,21,187,5,87,4
Player 5124,10,7,142,0,87,0
Player 233,2,3,64,1,6,2
Player 3636,15,20,132,0,18,2
Player 3064,6,20,90,1,41,1
Player 2785,8,1,189,4,36,1
Player 3521,16,0,89,0,42,3
Player 7094,24,0,155,2,18,2
Player 8118,18,17,192,3,51,0
Player 1096,15,4,108,3,55,0
Player 2186,10,14,133,3,26,3
Player 7894,10,16,79,5,30,2
Player 3578,23,2,59,4,26,1
Player 9977,3,8,14,2,89,2
Player 1771,2,6,25,5,7,4
Player 5233,23,15,131,5,22,1
Player 7267,4,6,73,4,77,0
Player 239,15,15,132,1,81,0
Player 2056,11,1,198,5,42,3
Player 7367,13,8,64,3,59,4
Player 1030,11,6,107,1,18,4
Player 4638,7,23,114,3,42,1
Player 656,2,15,41,4,13,1
Player 1671,10,15,15,3,86,4
Player 4856,20,9,5,5,21,1
Player 2601,16,16,88,3,23,0
Player 5,10,20,80,4,83,3
Player 8820,4,6,169,2,4,3
Player 2111,23,11,76,4,87,0
Player 1328,12,16,198,1,55,0
Player 4506,3,5,56,2,13,3
Player 8040,4,19,65,0,83,3
Player 7465,24,7,83,3,44,2
Player 8345,16,13,190,5,68,1
Player 5763,16,23,194,5,50,4
Player 7770,3,11,92,3,77,1
Player 4724,3,8,196,0,97,0
Player 1629,17,17,192,1,23,3
Player 4555,22,2,136,0,87,2
Player 2486,20,11,98,2,76,4
Player 694,15,16,22,2,71,2
Player 7600,22,11,181,5,80,4
Player 2190,23,9,171,0,91,1
Player 6289,7,22,77,5,23,4
Player 5023,11,10,168,5,77,2
Player 1527,4,0,120,1,17,4
Player 5998,6,4,19,5,8,0
Player 8473,18,3,78,0,47,1
Player 220,3,6,117,0,31,3
Player 4124,24,6,69,1,92,2
Player 4770,15,8,69,5,64,2
Player 6609,0,9,194,4,2,3
Player 5263,15,21,138,3,93,2
Player 8842,18,24,192,4,92,2
Player 2933,22,10,50,4,26,0
Player 8844,24,24,127,4,85,2
Player 8992,4,15,179,5,0,0
Player 3089,20,14,73,0,100,3
Player 8014,4,23,1,4,58,2
Player 7418,7,23,182,4,33,2
Player 2588,23,1,68,3,99,1
Player 7903,24,6,1,4,43,4
Player 903,8,24,119,2,49,0
Player 900,2,10,35,3,82,4
Player 1754,12,13,161,2,38,4
Player 2618,15,0,180,4,91,1
Player 1130,20,22,40,0,44,0
Player 8699,4,9,4,0,95,2
Player 8750,18,8,88,3,11,4
Player 4344,6,5,114,4,44,4
Player 9125,8,13,108,1,92,2
Player 6873,10,13,174,2,81,2
Player 9485,7,8,136,1,35,1
Player 4299,13,23,72,2,74,0
Player 7267,4,6,73,4,77,0
Player 1258,16,1,131,3,55,1
Player 8858,23,5,158,2,54,1
Player 7905,15,4,26,0,50,4
Player 3315,19,13,200,3,71,4
Player 10000,3,8,109,5,57,1
Player 9351,21,20,104,3,35,2
Player 1179,11,9,109,4,46,1
Player 1422,17,17,52,5,7,3
Player 4014,6,15,53,1,65,2
Player 182,20,16,29,1,28,2
Player 9495,12,15,196,3,74,3
Player 1043,16,21,74,2,56,4
Player 9363,6,1,105,1,49,1
Player 4013,1,10,26,0,2,2
Player 689,20,24,102,1,18,0
Player 2988,3,2,39,1,21,2
Player 8371,10,2,98,1,65,4
Player 2733,20,18,200,3,13,4
Player 1575,24,21,73,0,99,4
Player 982,8,23,14,4,59,0
Player 7490,1,5,48,4,49,0
Player 4377,16,7,182,4,28,1
Player 6013,7,22,91,2,30,2
Player 5173,19,8,63,4,5,0
Player 3537,2,9,135,4,96,0
Player 9626,13,10,95,1,54,4
Player 6505,20,20,51,3,71,2
Player 4969,7,1,19,3,83,4
Player 9023,13,20,32,2,58,1
Player 2149,11,20,32,2,81,1
Player 5665,17,22,165,2,35,4
Player 6272,5,4,159,3,12,2
Player 1324,18,21,55,0,20,3
Player 1832,1,11,32,2,39,0
Player 4268,4,18,184,3,56,3
Player 4746,23,8,18,1,6,0
Player 4347,0,4,121,5,87,3
Player 8471,21,23,59,5,8,0
Player 6964,11,18,107,1,54,4
Player 1110,6,17,67,3,17,3
Player 9360,3,1,161,2,54,2
Player 6783,13,3,114,0,17,2
Player 5207,9,16,43,2,98,2
Player 5311,16,0,124,2,0,0
Player 6651,6,2,174,0,14,2
Player 4993,11,24,130,1,81,0
Player 4837,12,22,12,2,67,3
Player 3610,24,12,128,4,26,0
Player 3104,14,22,140,3,63,2
Player 9570,24,13,2,1,97,0
Player 5881,0,22,162,2,69,0
Player 8209,9,18,14,5,15,3
Player 5375,11,4,173,5,47,4
Player 4211,13,18,185,3,29,0
Player 2634,5,14,177,5,24,3
Player 9867,7,17,103,4,76,1
Player 3336,19,6,193,0,55,1
Player 4302,3,6,69,4,68,3
Player 8507,4,2,59,3,75,0
Player 3279,18,13,170,5,48,2
Player 24,17,4,81,3,26,4
Player 9482,22,5,3,4,6,0
Player 4348,3,13,164,5,60,4
Player 3758,1,12,197,5,91,2
Player 559,0,24,67,1,5,0
Player 5916,11,13,75,1,91,3
Player 3690,12,5,69,4,76,3
Player 6436,18,19,100,1,69,4
Player 2751,19,5,109,4,36,2
Player 4675,17,19,49,4,51,1
Player 8330,5,13,173,4,48,4
Player 4001,23,14,90,5,24,1
Player 9562,2,8,169,0,5,4
Player 7598,19,21,72,3,31,1
Player 7151,4,5,185,1,55,2
Player 1334,5,13,52,3,97,2
Player 1433,20,24,100,1,91,2
Player 4165,7,13,84,5,72,1
Player 9772,11,19,92,2,33,1
Player 8202,7,0,180,3,95,2
Player 9051,14,1,176,1,62,0
Player 3954,19,19,173,1,68,4
Player 9899,24,0,128,0,16,1
Player 4592,16,0,52,2,21,1
Player 3148,15,16,99,1,4,2
Player 2308,13,21,1,4,40,4
Player 3503,3,24,53,0,93,1
Player 7021,0,7,134,4,67,0
Player 1173,4,15,66,2,69,2
Player 6573,14,10,165,1,14,1
Player 1893,12,21,165,0,59,1
Player 4046,18,1,83,3,75,4
Player 996,6,2,156,1,68,0
Player 1110,6,17,67,3,17,3
Player 715,11,18,13,3,29,0
Player 9773,3,6,34,4,77,0
Player 8867,15,13,8,1,37,2
Player 9224,22,9,166,0,62,4
Player 8580,13,0,26,4,20,2
Player 8646,22,12,184,3,41,2
Player 6525,19,24,117,2,13,2
Player 8722,18,11,156,0,99,0
Player 3839,8,14,34,0,32,2
Player 702,21,0,190,0,39,1
Player 3799,18,19,149,1,87,3
Player 5115,3,0,69,5,22,4
Player 9831,21,24,174,1,74,0
Player 9629,9,18,143,3,16,0
Player 5643,17,18,155,3,40,3
Player 5795,12,7,83,2,67,1
Player 8879,23,21,187,5,87,4
Player 3726,1,21,65,0,29,2
Player 1721,11,6,89,0,26,3
Player 6198,9,13,51,2,9,4
Player 9546,1,5,7,5,22,2
Player 4671,22,10,18,2,30,2
Player 9064,15,23,103,5,34,1
Player 6753,11,20,96,2,81,0
Player 3960,0,10,41,1,81,2
Player 4684,8,7,1,5,77,0
Player 6053,11,2,51,3,18,2
Player 9937,4,19,130,5,72,1
Player 2850,15,18,50,0,91,2
Player 5093,11,4,151,5,46,3
Player 2694,24,9,187,1,62,1
Player 600,20,8,55,5,6,2
Player 148,8,21,168,1,43,0
Player 8906,12,10,180,3,49,2
Player 7496,0,6,46,5,11,0
Player 3373,11,0,76,4,66,2
Player 2410,14,0,191,0,10,0
Player 1435,14,0,72,3,99,3
Player 7683,13,2,193,5,94,3
Player 4878,24,4,155,2,3,4
Player 7680,10,6,105,2,51,1
Player 4705,8,17,168,4,38,0
Player 9273,11,18,161,1,34,3
Player 8496,19,22,75,4,62,4
Player 4988,9,24,53,0,94,3
Player 9666,4,11,174,4,18,1
Player 8159,13,2,82,1,92,0
Player 2120,11,11,133,1,82,3
Player 5532,14,3,124,3,79,4
Player 5366,14,9,105,4,53,2
Player 5143,3,15,64,2,26,4
Player 9945,24,24,19,5,94,2
Player 2851,23,14,115,2,38,4
Player 4162,11,18,126,3,71,0
Player 1324,18,21,55,0,20,3
Player 8467,7,17,138,1,78,1
Player 1041,11,2,161,4,45,0
Player 2192,8,11,135,2,9,1
Player 5451,21,1,114,5,72,3
Player 3299,16,6,198,1,7,2
Player 101,8,16,141,3,67,1
Player 8820,4,6,169,2,4,3
Player 8271,24,2,20,5,30,1
Player 5734,19,20,169,1,49,2
Player 3724,17,8,88,1,99,2
Player 8389,11,13,113,4,34,0
Player 7558,7,24,57,3,91,0
Player 7012,13,0,129,3,77,0
Player 1765,2,18,154,3,19,4
Player 5462,2,22,40,1,9,1
Player 3127,12,10,118,0,37,0
Player 549,7,23,122,3,55,1
Player 1298,10,23,85,4,0,2
Player 8173,20,1,103,1,46,1
Player 985,15,11,2,0,18,1
Player 8453,11,17,170,4,90,3
Player 9587,15,9,4,2,71,4
Player 9294,11,18,141,5,58,1
Player 5495,19,6,106,0,56,3
Player 4533,5,4,107,0,38,3
Player 8617,22,18,154,0,50,3
Player 7992,18,2,35,5,42,0
Player 9238,1,5,2,3,26,4
Player 4472,6,5,27,1,86,2
Player 8100,8,6,53,0,75,2
Player 8637,18,18,163,3,80,1
Player 8150,4,17,92,1,73,1
Player 9201,1,16,54,5,86,0
Player 2578,15,14,145,4,35,0
Player 6154,11,13,105,1,1,0
Player 7432,16,1,166,0,75,2
Player 4169,16,16,142,5,62,0
Player 1029,12,22,80,5,87,3
Player 8306,1,6,86,5,97,0
Player 2624,19,2,186,0,34,0
Player 8691,16,18,130,5,48,3
Player 9328,16,9,66,3,53,1
Player 8947,3,14,55,2,60,2
Player 9853,24,22,17,4,80,3
Player 1519,17,5,108,1,29,4
Player 9241,19,10,13,3,81,3
Player 309,5,9,40,2,92,0
Player 557,4,9,34,2,98,1
Player 2135,22,23,176,4,34,2
Player 27,20,9,161,1,90,3
Player 6111,8,7,88,4,39,2
